"firstName","lastName","nationality","id","code","name","type","abbreviation","Label"
"Branko","Radivojevic","SVK",8467966,"R","Right Wing","Forward","RW","Branko Radivojevic"
"Chris","Kelly","CAN",8467967,"C","Center","Forward","C","Chris Kelly"
"Mathias","Tjarnqvist","SWE",8467969,"L","Left Wing","Forward","LW","Mathias Tjarnqvist"
"Rob","Zepp","CAN",8467972,"G","Goalie","Goalie","G","Rob Zepp"
"Juraj","Kolnik","SVK",8467974,"R","Right Wing","Forward","RW","Juraj Kolnik"
"Brian","McGrattan","CAN",8467977,"R","Right Wing","Forward","RW","Brian McGrattan"
"Ryan","Malone","USA",8467988,"L","Left Wing","Forward","LW","Ryan Malone"
"Derek","MacKenzie","CAN",8468001,"C","Center","Forward","C","Derek MacKenzie"
"Ryan","Miller","USA",8468011,"G","Goalie","Goalie","G","Ryan Miller"
"Niko","Dimitrakos","USA",8468028,"R","Right Wing","Forward","RW","Niko Dimitrakos"
"Timo","Helbling","CHE",8468035,"D","Defenseman","Defenseman","D","Timo Helbling"
"Bjorn","Melin","SWE",8468036,"R","Right Wing","Forward","RW","Bjorn Melin"
"Martin","Prusek","CZE",8468037,"G","Goalie","Goalie","G","Martin Prusek"
"Michael","Leighton","CAN",8468038,"G","Goalie","Goalie","G","Michael Leighton"
"Fedor","Fedorov","RUS",8468055,"L","Left Wing","Forward","LW","Fedor Fedorov"
"Martin","Erat","CZE",8468064,"R","Right Wing","Forward","RW","Martin Erat"
"Henrik","Zetterberg","SWE",8468083,"C","Center","Forward","C","Henrik Zetterberg"
"Radim","Vrbata","CZE",8468085,"R","Right Wing","Forward","RW","Radim Vrbata"
"Alexandre","Giroux","CAN",8468086,"L","Left Wing","Forward","LW","Alexandre Giroux"
"Garnet","Exelby","CAN",8468090,"D","Defenseman","Defenseman","D","Garnet Exelby"
"Colin","Hemingway","CAN",8468094,"L","Left Wing","Forward","LW","Colin Hemingway"
"George","Parros","USA",8468095,"R","Right Wing","Forward","RW","George Parros"
"Radek","Martinek","CZE",8468101,"D","Defenseman","Defenseman","D","Radek Martinek"
"Petr","Tenkrat","CZE",8468103,"R","Right Wing","Forward","RW","Petr Tenkrat"
"Alexander","Khavanov","RUS",8468105,"D","Defenseman","Defenseman","D","Alexander Khavanov"
"Jeff","Finger","USA",8468113,"D","Defenseman","Defenseman","D","Jeff Finger"
"Douglas","Murray","SWE",8468114,"D","Defenseman","Defenseman","D","Douglas Murray"
"Tommi","Santala","FIN",8468118,"C","Center","Forward","C","Tommi Santala"
"Darren","Haydar","CAN",8468121,"R","Right Wing","Forward","RW","Darren Haydar"
"Noah","Clarke","USA",8468123,"L","Left Wing","Forward","LW","Noah Clarke"
"Lynn","Loyns","CAN",8468150,"C","Center","Forward","C","Lynn Loyns"
"Kevin","Colley","USA",8468153,"R","Right Wing","Forward","RW","Kevin Colley"
"Brandon","Reid","CAN",8468161,"C","Center","Forward","C","Brandon Reid"
"Jerred","Smithson","CAN",8468162,"C","Center","Forward","C","Jerred Smithson"
"Curtis","Sanford","CAN",8468166,"G","Goalie","Goalie","G","Curtis Sanford"
"Ruslan","Fedotenko","UKR",8468172,"L","Left Wing","Forward","LW","Ruslan Fedotenko"
"Lawrence","Nycholat","CAN",8468184,"D","Defenseman","Defenseman","D","Lawrence Nycholat"
"Joel","Ward","CAN",8468208,"R","Right Wing","Forward","RW","Joel Ward"
"Jim","Vandermeer","CAN",8468213,"D","Defenseman","Defenseman","D","Jim Vandermeer"
"Sean","Avery","CAN",8468224,"L","Left Wing","Forward","LW","Sean Avery"
"Eric","Godard","CAN",8468252,"R","Right Wing","Forward","RW","Eric Godard"
"Mark","Streit","CHE",8468309,"D","Defenseman","Defenseman","D","Mark Streit"
"Brian","Pothier","USA",8468427,"D","Defenseman","Defenseman","D","Brian Pothier"
"Steve","Reinprecht","CAN",8468432,"C","Center","Forward","C","Steve Reinprecht"
"Andy","McDonald","CAN",8468434,"L","Left Wing","Forward","LW","Andy McDonald"
"Jean-Pierre","Vigier","CAN",8468443,"R","Right Wing","Forward","RW","Jean-Pierre Vigier"
"Mathieu","Darche","CAN",8468463,"L","Left Wing","Forward","LW","Mathieu Darche"
"Mark","Rycroft","CAN",8468466,"R","Right Wing","Forward","RW","Mark Rycroft"
"Mike","Weaver","CAN",8468478,"D","Defenseman","Defenseman","D","Mike Weaver"
"Rick","DiPietro","USA",8468481,"G","Goalie","Goalie","G","Rick DiPietro"
"Dany","Heatley","CAN",8468482,"L","Left Wing","Forward","LW","Dany Heatley"
"Marian","Gaborik","SVK",8468483,"R","Right Wing","Forward","RW","Marian Gaborik"
"Rostislav","Klesla","CZE",8468484,"D","Defenseman","Defenseman","D","Rostislav Klesla"
"Raffi","Torres","CAN",8468485,"L","Left Wing","Forward","LW","Raffi Torres"
"Scott","Hartnell","CAN",8468486,"L","Left Wing","Forward","LW","Scott Hartnell"
"Lars","Jonsson","SWE",8468487,"D","Defenseman","Defenseman","D","Lars Jonsson"
"Nikita","Alexeev","RUS",8468488,"R","Right Wing","Forward","RW","Nikita Alexeev"
"Brent","Krahn","CAN",8468489,"G","Goalie","Goalie","G","Brent Krahn"
"Mikhail","Yakubov","RUS",8468490,"C","Center","Forward","C","Mikhail Yakubov"
"Pavel","Vorobiev","RUS",8468491,"R","Right Wing","Forward","RW","Pavel Vorobiev"
"Ron","Hainsey","USA",8468493,"D","Defenseman","Defenseman","D","Ron Hainsey"
"Marcel","Hossa","SVK",8468496,"L","Left Wing","Forward","LW","Marcel Hossa"
"Alexei","Mikhnov","RUS",8468497,"L","Left Wing","Forward","LW","Alexei Mikhnov"
"Brooks","Orpik","USA",8468498,"D","Defenseman","Defenseman","D","Brooks Orpik"
"Krys","Kolanos","CAN",8468499,"C","Center","Forward","C","Krys Kolanos"
"Alex","Frolov","RUS",8468500,"L","Left Wing","Forward","LW","Alex Frolov"
"Anton","Volchenkov","RUS",8468501,"D","Defenseman","Defenseman","D","Anton Volchenkov"
"David","Hale","USA",8468502,"D","Defenseman","Defenseman","D","David Hale"
"Nathan","Smith","CAN",8468503,"C","Center","Forward","C","Nathan Smith"
"Brad","Boyes","CAN",8468504,"R","Right Wing","Forward","RW","Brad Boyes"
"Steve","Ott","CAN",8468505,"C","Center","Forward","C","Steve Ott"
"Brian","Sutherby","CAN",8468506,"C","Center","Forward","C","Brian Sutherby"
"Justin","Williams","CAN",8468508,"R","Right Wing","Forward","RW","Justin Williams"
"Niklas","Kronwall","SWE",8468509,"D","Defenseman","Defenseman","D","Niklas Kronwall"
"Jeff","Taffe","USA",8468510,"L","Left Wing","Forward","LW","Jeff Taffe"
"Nick","Schultz","CAN",8468513,"D","Defenseman","Defenseman","D","Nick Schultz"
"Brad","Winchester","USA",8468515,"L","Left Wing","Forward","LW","Brad Winchester"
"Andy","Hilbert","USA",8468517,"L","Left Wing","Forward","LW","Andy Hilbert"
"Tomas","Kopecky","SVK",8468518,"R","Right Wing","Forward","RW","Tomas Kopecky"
"Kurtis","Foster","CAN",8468520,"D","Defenseman","Defenseman","D","Kurtis Foster"
"Matt","Pettinger","CAN",8468523,"L","Left Wing","Forward","LW","Matt Pettinger"
"Ilya","Bryzgalov","RUS",8468524,"G","Goalie","Goalie","G","Ilya Bryzgalov"
"Jarret","Stoll","CAN",8468526,"C","Center","Forward","C","Jarret Stoll"
"Jonas","Nordqvist","SWE",8468529,"C","Center","Forward","C","Jonas Nordqvist"
"Shane","Endicott","CAN",8468532,"C","Center","Forward","C","Shane Endicott"
"Andreas","Lilja","SWE",8468534,"D","Defenseman","Defenseman","D","Andreas Lilja"
"Antoine","Vermette","CAN",8468535,"C","Center","Forward","C","Antoine Vermette"
"Aleksander","Suglobov","RUS",8468536,"R","Right Wing","Forward","RW","Aleksander Suglobov"
"Dan","Ellis","CAN",8468540,"G","Goalie","Goalie","G","Dan Ellis"
"Paul","Martin","USA",8468542,"D","Defenseman","Defenseman","D","Paul Martin"
"Filip","Novak","CZE",8468544,"D","Defenseman","Defenseman","D","Filip Novak"
"Joel","Lundqvist","SWE",8468548,"C","Center","Forward","C","Joel Lundqvist"
"Mikael","Tellqvist","SWE",8468550,"G","Goalie","Goalie","G","Mikael Tellqvist"
"Jozef","Balej","SVK",8468558,"R","Right Wing","Forward","RW","Jozef Balej"
"Ryan","Bayda","CAN",8468560,"L","Left Wing","Forward","LW","Ryan Bayda"
"Yanick","Lehoux","CAN",8468566,"C","Center","Forward","C","Yanick Lehoux"
"Kurt","Sauer","USA",8468568,"D","Defenseman","Defenseman","D","Kurt Sauer"
"Dominic","Moore","CAN",8468575,"C","Center","Forward","C","Dominic Moore"
"Niclas","Wallin","SWE",8468577,"D","Defenseman","Defenseman","D","Niclas Wallin"
"Jon","Disalvatore","USA",8468584,"R","Right Wing","Forward","RW","Jon Disalvatore"
"Olli","Malmivaara","FIN",8468597,"D","Defenseman","Defenseman","D","Olli Malmivaara"
"Lubomir","Visnovsky","SVK",8468598,"D","Defenseman","Defenseman","D","Lubomir Visnovsky"
"Brian","Fahey","USA",8468599,"D","Defenseman","Defenseman","D","Brian Fahey"
"Michel","Ouellet","CAN",8468604,"R","Right Wing","Forward","RW","Michel Ouellet"
"Matt","Hendricks","USA",8468611,"C","Center","Forward","C","Matt Hendricks"
"Petteri","Nummelin","FIN",8468613,"D","Defenseman","Defenseman","D","Petteri Nummelin"
"Mike","Stuart","USA",8468617,"D","Defenseman","Defenseman","D","Mike Stuart"
"David","Koci","CZE",8468626,"L","Left Wing","Forward","LW","David Koci"
"Matt","Koalska","USA",8468634,"C","Center","Forward","C","Matt Koalska"
"Travis","Moen","CAN",8468635,"L","Left Wing","Forward","LW","Travis Moen"
"Greg","Zanon","CAN",8468636,"D","Defenseman","Defenseman","D","Greg Zanon"
"John-Michael","Liles","USA",8468639,"D","Defenseman","Defenseman","D","John-Michael Liles"
"Nolan","Schaefer","CAN",8468646,"G","Goalie","Goalie","G","Nolan Schaefer"
"Craig","Weller","CAN",8468647,"R","Right Wing","Forward","RW","Craig Weller"
"Erik","Reitz","USA",8468650,"D","Defenseman","Defenseman","D","Erik Reitz"
"Darcy","Hordichuk","CAN",8468660,"L","Left Wing","Forward","LW","Darcy Hordichuk"
"Deryk","Engelland","CAN",8468674,"D","Defenseman","Defenseman","D","Deryk Engelland"
"Ryan","Caldwell","CAN",8468682,"D","Defenseman","Defenseman","D","Ryan Caldwell"
"Henrik","Lundqvist","SWE",8468685,"G","Goalie","Goalie","G","Henrik Lundqvist"
"Matthew","Lombardi","CAN",8468695,"C","Center","Forward","C","Matthew Lombardi"
"Paul","Gaustad","USA",8468700,"C","Center","Forward","C","Paul Gaustad"
"Antti","Miettinen","FIN",8468704,"R","Right Wing","Forward","RW","Antti Miettinen"
"Brian","Eklund","USA",8468706,"G","Goalie","Goalie","G","Brian Eklund"
"Guillaume","Lefebvre","CAN",8468707,"L","Left Wing","Forward","LW","Guillaume Lefebvre"
"Janis","Sprukts","LVA",8468714,"C","Center","Forward","C","Janis Sprukts"
"Adam","Berkhoel","USA",8468720,"G","Goalie","Goalie","G","Adam Berkhoel"
"Chad","Wiseman","CAN",8468726,"L","Left Wing","Forward","LW","Chad Wiseman"
"Darryl","Bootland","CAN",8468732,"R","Right Wing","Forward","RW","Darryl Bootland"
"Reinhard","Divis","AUT",8468741,"G","Goalie","Goalie","G","Reinhard Divis"
"Jean-Philippe","Cote","CAN",8468745,"D","Defenseman","Defenseman","D","Jean-Philippe Cote"
"Tomi","Pettinen","FIN",8468747,"D","Defenseman","Defenseman","D","Tomi Pettinen"
"Micki","Dupont","CAN",8468750,"D","Defenseman","Defenseman","D","Micki Dupont"
"Simon","Gamache","CAN",8468770,"L","Left Wing","Forward","LW","Simon Gamache"
"Colton","Orr","CAN",8468778,"R","Right Wing","Forward","RW","Colton Orr"
"Riley","Cote","CAN",8468786,"L","Left Wing","Forward","LW","Riley Cote"
"Jason","Williams","CAN",8468789,"C","Center","Forward","C","Jason Williams"
"Louis","Robitaille","CAN",8468800,"L","Left Wing","Forward","LW","Louis Robitaille"
"Tyler","Sloan","CAN",8468846,"D","Defenseman","Defenseman","D","Tyler Sloan"
"Ben","Ondrus","CAN",8468868,"R","Right Wing","Forward","RW","Ben Ondrus"
"Jason","Jaffray","CAN",8468881,"L","Left Wing","Forward","LW","Jason Jaffray"
"Mitchell","Fritz","CAN",8468884,"L","Left Wing","Forward","LW","Mitchell Fritz"
"Warren","Peters","CAN",8468887,"C","Center","Forward","C","Warren Peters"
"Steve","Montador","CAN",8468927,"D","Defenseman","Defenseman","D","Steve Montador"
"Wade","Brookbank","CAN",8469044,"D","Defenseman","Defenseman","D","Wade Brookbank"
"Raitis","Ivanans","LVA",8469120,"L","Left Wing","Forward","LW","Raitis Ivanans"
"David","Gove","USA",8469132,"L","Left Wing","Forward","LW","David Gove"
"Travis","Roche","CAN",8469143,"D","Defenseman","Defenseman","D","Travis Roche"
"Ty","Conklin","USA",8469152,"G","Goalie","Goalie","G","Ty Conklin"
"Duvie","Westcott","CAN",8469442,"D","Defenseman","Defenseman","D","Duvie Westcott"
"Ilya","Kovalchuk","RUS",8469454,"L","Left Wing","Forward","LW","Ilya Kovalchuk"
"Jason","Spezza","CAN",8469455,"C","Center","Forward","C","Jason Spezza"
"Alexander","Svitov","RUS",8469456,"C","Center","Forward","C","Alexander Svitov"
"Stephen","Weiss","CAN",8469457,"C","Center","Forward","C","Stephen Weiss"
"Stanislav","Chistov","RUS",8469458,"R","Right Wing","Forward","RW","Stanislav Chistov"
"Mikko","Koivu","FIN",8469459,"C","Center","Forward","C","Mikko Koivu"
"Mike","Komisarek","USA",8469460,"D","Defenseman","Defenseman","D","Mike Komisarek"
"Pascal","Leclaire","CAN",8469461,"G","Goalie","Goalie","G","Pascal Leclaire"
"Tuomo","Ruutu","FIN",8469462,"L","Left Wing","Forward","LW","Tuomo Ruutu"
"Fredrik","Sjostrom","SWE",8469464,"L","Left Wing","Forward","LW","Fredrik Sjostrom"
"Dan","Hamhuis","CAN",8469465,"D","Defenseman","Defenseman","D","Dan Hamhuis"
"Ales","Hemsky","CZE",8469466,"R","Right Wing","Forward","RW","Ales Hemsky"
"Chuck","Kobasew","CAN",8469467,"R","Right Wing","Forward","RW","Chuck Kobasew"
"R.J.","Umberger","USA",8469469,"C","Center","Forward","C","R.J. Umberger"
"Carlo","Colaiacovo","CAN",8469470,"D","Defenseman","Defenseman","D","Carlo Colaiacovo"
"Shaone","Morrisonn","CAN",8469472,"D","Defenseman","Defenseman","D","Shaone Morrisonn"
"Marcel","Goc","DEU",8469473,"C","Center","Forward","C","Marcel Goc"
"Colby","Armstrong","CAN",8469474,"R","Right Wing","Forward","RW","Colby Armstrong"
"Jiri","Novotny","CZE",8469475,"C","Center","Forward","C","Jiri Novotny"
"Tim","Gleason","USA",8469476,"D","Defenseman","Defenseman","D","Tim Gleason"
"Lukas","Krajicek","CZE",8469477,"D","Defenseman","Defenseman","D","Lukas Krajicek"
"Alexander","Perezhogin","RUS",8469478,"R","Right Wing","Forward","RW","Alexander Perezhogin"
"Jason","Bacashihua","USA",8469479,"G","Goalie","Goalie","G","Jason Bacashihua"
"Jeff","Woywitka","CAN",8469480,"D","Defenseman","Defenseman","D","Jeff Woywitka"
"Adam","Munro","CAN",8469482,"G","Goalie","Goalie","G","Adam Munro"
"David","Steckel","USA",8469483,"C","Center","Forward","C","David Steckel"
"Matthew","Spiller","CAN",8469484,"D","Defenseman","Defenseman","D","Matthew Spiller"
"Derek","Roy","CAN",8469485,"C","Center","Forward","C","Derek Roy"
"Timofei","Shishkanov","RUS",8469486,"R","Right Wing","Forward","RW","Timofei Shishkanov"
"Mark","Popovic","CAN",8469488,"D","Defenseman","Defenseman","D","Mark Popovic"
"Duncan","Milroy","CAN",8469489,"R","Right Wing","Forward","RW","Duncan Milroy"
"Tim","Jackman","USA",8469490,"R","Right Wing","Forward","RW","Tim Jackman"
"Fedor","Tyutin","RUS",8469492,"D","Defenseman","Defenseman","D","Fedor Tyutin"
"Tuomas","Pihlman","FIN",8469499,"L","Left Wing","Forward","LW","Tuomas Pihlman"
"Michael","Cammalleri","CAN",8469500,"L","Left Wing","Forward","LW","Michael Cammalleri"
"Chris","Thorburn","CAN",8469501,"R","Right Wing","Forward","RW","Chris Thorburn"
"Noah","Welch","USA",8469505,"D","Defenseman","Defenseman","D","Noah Welch"
"Jason","Pominville","USA",8469506,"R","Right Wing","Forward","RW","Jason Pominville"
"Jay","McClement","CAN",8469508,"C","Center","Forward","C","Jay McClement"
"Nathan","Paetsch","CAN",8469509,"D","Defenseman","Defenseman","D","Nathan Paetsch"
"Matt","Keith","CAN",8469510,"R","Right Wing","Forward","RW","Matt Keith"
"Peter","Budaj","SVK",8469514,"G","Goalie","Goalie","G","Peter Budaj"
"Tomas","Malec","SVK",8469515,"D","Defenseman","Defenseman","D","Tomas Malec"
"Brendan","Bell","CAN",8469516,"D","Defenseman","Defenseman","D","Brendan Bell"
"Tomas","Plekanec","CZE",8469521,"C","Center","Forward","C","Tomas Plekanec"
"Brandon","Nolan","CAN",8469522,"C","Center","Forward","C","Brandon Nolan"
"Garth","Murray","CAN",8469528,"C","Center","Forward","C","Garth Murray"
"Michael","Garnett","CAN",8469529,"G","Goalie","Goalie","G","Michael Garnett"
"Jay","Harrison","CAN",8469531,"D","Defenseman","Defenseman","D","Jay Harrison"
"Aaron","Johnson","CAN",8469534,"D","Defenseman","Defenseman","D","Aaron Johnson"
"Drew","Fata","CAN",8469535,"D","Defenseman","Defenseman","D","Drew Fata"
"Stephane","Veilleux","CAN",8469542,"L","Left Wing","Forward","LW","Stephane Veilleux"
"Evgeny","Artyukhin","RUS",8469543,"R","Right Wing","Forward","RW","Evgeny Artyukhin"
"Patrick","Sharp","CAN",8469544,"L","Left Wing","Forward","LW","Patrick Sharp"
"Danny","Bois","CAN",8469546,"R","Right Wing","Forward","RW","Danny Bois"
"Jordin","Tootoo","CAN",8469547,"R","Right Wing","Forward","RW","Jordin Tootoo"
"Ray","Emery","CAN",8469548,"G","Goalie","Goalie","G","Ray Emery"
"Christian","Ehrhoff","DEU",8469555,"D","Defenseman","Defenseman","D","Christian Ehrhoff"
"Dimitri","Patzold","DEU",8469556,"G","Goalie","Goalie","G","Dimitri Patzold"
"Tomi","Maki","FIN",8469557,"R","Right Wing","Forward","RW","Tomi Maki"
"Bryce","Lampman","USA",8469561,"D","Defenseman","Defenseman","D","Bryce Lampman"
"Richard","Petiot","CAN",8469564,"D","Defenseman","Defenseman","D","Richard Petiot"
"Tomas","Surovy","SVK",8469568,"L","Left Wing","Forward","LW","Tomas Surovy"
"Drew","MacIntyre","CAN",8469569,"G","Goalie","Goalie","G","Drew MacIntyre"
"Christoph","Schubert","DEU",8469575,"D","Defenseman","Defenseman","D","Christoph Schubert"
"Kyle","Wellwood","CAN",8469581,"C","Center","Forward","C","Kyle Wellwood"
"Colin","Stuart","USA",8469582,"L","Left Wing","Forward","LW","Colin Stuart"
"Joel","Perrault","CAN",8469584,"C","Center","Forward","C","Joel Perrault"
"Tomas","Plihal","CZE",8469587,"C","Center","Forward","C","Tomas Plihal"
"Cole","Jarrett","CAN",8469588,"L","Left Wing","Forward","LW","Cole Jarrett"
"Cody","McCormick","CAN",8469591,"C","Center","Forward","C","Cody McCormick"
"Jussi","Timonen","FIN",8469593,"D","Defenseman","Defenseman","D","Jussi Timonen"
"Kevin","Bieksa","CAN",8469598,"D","Defenseman","Defenseman","D","Kevin Bieksa"
"Mike","Smith","CAN",8469608,"G","Goalie","Goalie","G","Mike Smith"
"Maxim","Kondratiev","RUS",8469615,"D","Defenseman","Defenseman","D","Maxim Kondratiev"
"Dennis","Seidenberg","DEU",8469619,"D","Defenseman","Defenseman","D","Dennis Seidenberg"
"Ryane","Clowe","CAN",8469622,"L","Left Wing","Forward","LW","Ryane Clowe"
"Marek","Zidlicky","CZE",8469623,"D","Defenseman","Defenseman","D","Marek Zidlicky"
"Andrew","Alberts","USA",8469626,"D","Defenseman","Defenseman","D","Andrew Alberts"
"Tom","Cavanagh","USA",8469629,"R","Right Wing","Forward","RW","Tom Cavanagh"
"Jussi","Jokinen","FIN",8469638,"L","Left Wing","Forward","LW","Jussi Jokinen"
"Brooks","Laich","CAN",8469639,"C","Center","Forward","C","Brooks Laich"
"Derek","Boogaard","CAN",8469647,"L","Left Wing","Forward","LW","Derek Boogaard"
"Jordan","Sigalet","CAN",8469653,"G","Goalie","Goalie","G","Jordan Sigalet"
"Jason","King","CAN",8469656,"R","Right Wing","Forward","RW","Jason King"
"Cristobal","Huet","FRA",8469658,"G","Goalie","Goalie","G","Cristobal Huet"
"David","Moss","USA",8469664,"R","Right Wing","Forward","RW","David Moss"
"Johnny","Oduya","SWE",8469665,"D","Defenseman","Defenseman","D","Johnny Oduya"
"Brandon","Bochenski","USA",8469666,"R","Right Wing","Forward","RW","Brandon Bochenski"
"David","Printz","SWE",8469668,"D","Defenseman","Defenseman","D","David Printz"
"Marek","Svatos","SVK",8469670,"R","Right Wing","Forward","RW","Marek Svatos"
"Aaron","Voros","CAN",8469672,"L","Left Wing","Forward","LW","Aaron Voros"
"Martin","Gerber","CHE",8469675,"G","Goalie","Goalie","G","Martin Gerber"
"Ryan","Hollweg","USA",8469681,"L","Left Wing","Forward","LW","Ryan Hollweg"
"Milan","Jurcina","SVK",8469684,"D","Defenseman","Defenseman","D","Milan Jurcina"
"Andrew","Murray","CAN",8469685,"C","Center","Forward","C","Andrew Murray"
"Tomas","Mojzis","CZE",8469689,"D","Defenseman","Defenseman","D","Tomas Mojzis"
"Petr","Cajanek","CZE",8469696,"C","Center","Forward","C","Petr Cajanek"
"PA","Parenteau","CAN",8469707,"R","Right Wing","Forward","RW","PA Parenteau"
"Ivan","Majesky","SVK",8469710,"D","Defenseman","Defenseman","D","Ivan Majesky"
"Mikko","Lehtonen","FIN",8469714,"D","Defenseman","Defenseman","D","Mikko Lehtonen"
"Shay","Stephenson","CAN",8469720,"L","Left Wing","Forward","LW","Shay Stephenson"
"Joey","MacDonald","CAN",8469732,"G","Goalie","Goalie","G","Joey MacDonald"
"Cam","Paddock","CAN",8469733,"C","Center","Forward","C","Cam Paddock"
"Robert","McVicar","CAN",8469750,"G","Goalie","Goalie","G","Robert McVicar"
"Pascal","Pelletier","CAN",8469752,"L","Left Wing","Forward","LW","Pascal Pelletier"
"Brandon","Segal","CAN",8469755,"R","Right Wing","Forward","RW","Brandon Segal"
"Vernon","Fiddler","CAN",8469759,"C","Center","Forward","C","Vernon Fiddler"
"Zbynek","Michalek","CZE",8469760,"D","Defenseman","Defenseman","D","Zbynek Michalek"
"Marc-Andre","Bergeron","CAN",8469765,"D","Defenseman","Defenseman","D","Marc-Andre Bergeron"
"Dennis","Wideman","CAN",8469770,"D","Defenseman","Defenseman","D","Dennis Wideman"
"Keith","Aucoin","USA",8469779,"C","Center","Forward","C","Keith Aucoin"
"Karl","Stewart","CAN",8469786,"L","Left Wing","Forward","LW","Karl Stewart"
"Kevin","Dallman","CAN",8469795,"D","Defenseman","Defenseman","D","Kevin Dallman"
"Maxime","Fortunus","CAN",8469798,"D","Defenseman","Defenseman","D","Maxime Fortunus"
"Gregory","Jacina","CAN",8469805,"C","Center","Forward","C","Gregory Jacina"
"Jonathan","Ferland","CAN",8469807,"R","Right Wing","Forward","RW","Jonathan Ferland"
"Chad","LaRose","USA",8469812,"R","Right Wing","Forward","RW","Chad LaRose"
"Zenon","Konopka","CAN",8469820,"C","Center","Forward","C","Zenon Konopka"
"Josh","Gratton","CAN",8469844,"L","Left Wing","Forward","LW","Josh Gratton"
"Carl","Corazzini","USA",8469847,"C","Center","Forward","C","Carl Corazzini"
"Thomas","Pock","AUT",8469919,"D","Defenseman","Defenseman","D","Thomas Pock"
"Graham","Mink","USA",8469920,"R","Right Wing","Forward","RW","Graham Mink"
"Sheldon","Brookbank","CAN",8469992,"D","Defenseman","Defenseman","D","Sheldon Brookbank"
"Rob","Collins","CAN",8469994,"R","Right Wing","Forward","RW","Rob Collins"
"Mark","Hartigan","CAN",8469997,"C","Center","Forward","C","Mark Hartigan"
"Jeff","Giuliano","USA",8470001,"L","Left Wing","Forward","LW","Jeff Giuliano"
"Jeff","Hoggan","CAN",8470004,"R","Right Wing","Forward","RW","Jeff Hoggan"
"Mark","Cullen","USA",8470005,"C","Center","Forward","C","Mark Cullen"
"Matt","Ellis","CAN",8470018,"L","Left Wing","Forward","LW","Matt Ellis"
"Wade","Skolney","CAN",8470023,"D","Defenseman","Defenseman","D","Wade Skolney"
"Lasse","Pirjeta","FIN",8470030,"L","Left Wing","Forward","LW","Lasse Pirjeta"
"Tomas","Fleischmann","CZE",8470039,"L","Left Wing","Forward","LW","Tomas Fleischmann"
"Rick","Nash","CAN",8470041,"L","Left Wing","Forward","LW","Rick Nash"
"Valtteri","Filppula","FIN",8470047,"C","Center","Forward","C","Valtteri Filppula"
"Keith","Ballard","USA",8470054,"D","Defenseman","Defenseman","D","Keith Ballard"
"Petr","Kanko","CZE",8470055,"R","Right Wing","Forward","RW","Petr Kanko"
"Staffan","Kronwall","SWE",8470058,"D","Defenseman","Defenseman","D","Staffan Kronwall"
"Derek","Meech","CAN",8470061,"D","Defenseman","Defenseman","D","Derek Meech"
"Tyler","Weiman","CAN",8470062,"G","Goalie","Goalie","G","Tyler Weiman"
"Adam","Burish","USA",8470063,"R","Right Wing","Forward","RW","Adam Burish"
"Steven","Goertzen","CAN",8470064,"R","Right Wing","Forward","RW","Steven Goertzen"
"Ryan","Craig","CAN",8470065,"C","Center","Forward","C","Ryan Craig"
"Petr","Prucha","CZE",8470072,"R","Right Wing","Forward","RW","Petr Prucha"
"Jeff","Deslauriers","CAN",8470074,"G","Goalie","Goalie","G","Jeff Deslauriers"
"Jason","Ryznar","USA",8470075,"L","Left Wing","Forward","LW","Jason Ryznar"
"Darren","Reid","CAN",8470076,"R","Right Wing","Forward","RW","Darren Reid"
"Hannu","Toivonen","FIN",8470084,"G","Goalie","Goalie","G","Hannu Toivonen"
"Paul","Ranger","CAN",8470085,"D","Defenseman","Defenseman","D","Paul Ranger"
"Joe","Callahan","USA",8470086,"D","Defenseman","Defenseman","D","Joe Callahan"
"Matt","Jones","USA",8470088,"D","Defenseman","Defenseman","D","Matt Jones"
"Fredrik","Norrena","FIN",8470090,"G","Goalie","Goalie","G","Fredrik Norrena"
"Mike","McKenna","USA",8470093,"G","Goalie","Goalie","G","Mike McKenna"
"Tim","Conboy","USA",8470101,"D","Defenseman","Defenseman","D","Tim Conboy"
"Tom","Gilbert","USA",8470104,"D","Defenseman","Defenseman","D","Tom Gilbert"
"Scottie","Upshall","CAN",8470105,"R","Right Wing","Forward","RW","Scottie Upshall"
"Trevor","Daley","CAN",8470110,"D","Defenseman","Defenseman","D","Trevor Daley"
"John","Zeiler","USA",8470113,"R","Right Wing","Forward","RW","John Zeiler"
"Brett","Skinner","CAN",8470119,"D","Defenseman","Defenseman","D","Brett Skinner"
"Alexander","Semin","RUS",8470120,"R","Right Wing","Forward","RW","Alexander Semin"
"Matt","Greene","USA",8470121,"D","Defenseman","Defenseman","D","Matt Greene"
"Cam","Janssen","USA",8470123,"R","Right Wing","Forward","RW","Cam Janssen"
"Dwight","Helminen","USA",8470131,"C","Center","Forward","C","Dwight Helminen"
"Jakub","Klepis","CZE",8470134,"C","Center","Forward","C","Jakub Klepis"
"Nathan","Oystrick","CAN",8470136,"D","Defenseman","Defenseman","D","Nathan Oystrick"
"Joni","Pitkanen","FIN",8470137,"D","Defenseman","Defenseman","D","Joni Pitkanen"
"Kari","Lehtonen","FIN",8470140,"G","Goalie","Goalie","G","Kari Lehtonen"
"Frans","Nielsen","DNK",8470144,"C","Center","Forward","C","Frans Nielsen"
