"firstName","lastName","nationality","id","code","name","type","abbreviation","Label"
"Darcy","Campbell","CAN",8473923,"D","Defenseman","Defenseman","D","Darcy Campbell"
"Cory","Murphy","CAN",8473924,"D","Defenseman","Defenseman","D","Cory Murphy"
"Brad","Mills","CAN",8473927,"C","Center","Forward","C","Brad Mills"
"Lee","Sweatt","USA",8473931,"D","Defenseman","Defenseman","D","Lee Sweatt"
"Darroll","Powe","CAN",8473932,"C","Center","Forward","C","Darroll Powe"
"Ben","Lovejoy","USA",8473933,"D","Defenseman","Defenseman","D","Ben Lovejoy"
"Trevor","Smith","CAN",8473942,"C","Center","Forward","C","Trevor Smith"
"Matt","Anderson","USA",8473944,"R","Right Wing","Forward","RW","Matt Anderson"
"Derek","Smith","CAN",8473953,"D","Defenseman","Defenseman","D","Derek Smith"
"Teddy","Purcell","CAN",8473962,"L","Left Wing","Forward","LW","Teddy Purcell"
"Rob","Klinkhammer","CAN",8473970,"L","Left Wing","Forward","LW","Rob Klinkhammer"
"Jonas","Hiller","CHE",8473972,"G","Goalie","Goalie","G","Jonas Hiller"
"Antti","Pihlstrom","FIN",8473973,"L","Left Wing","Forward","LW","Antti Pihlstrom"
"Erik","Ersberg","SWE",8473975,"G","Goalie","Goalie","G","Erik Ersberg"
"Jaroslav","Hlinka","CZE",8473979,"C","Center","Forward","C","Jaroslav Hlinka"
"Magnus","Johansson","SWE",8473981,"D","Defenseman","Defenseman","D","Magnus Johansson"
"Alex","Killorn","CAN",8473986,"C","Center","Forward","C","Alex Killorn"
"Luke","Gazdic","CAN",8473989,"L","Left Wing","Forward","LW","Luke Gazdic"
"Karl","Alzner","CAN",8473991,"D","Defenseman","Defenseman","D","Karl Alzner"
"Justin","Falk","CAN",8473992,"D","Defenseman","Defenseman","D","Justin Falk"
"Jamie","Benn","CAN",8473994,"L","Left Wing","Forward","LW","Jamie Benn"
"Luca","Caputi","CAN",8473997,"L","Left Wing","Forward","LW","Luca Caputi"
"Nick","Palmieri","USA",8473999,"R","Right Wing","Forward","RW","Nick Palmieri"
"Steven","Kampfer","USA",8474000,"D","Defenseman","Defenseman","D","Steven Kampfer"
"TJ","Galiardi","CAN",8474001,"L","Left Wing","Forward","LW","TJ Galiardi"
"Colby","Cohen","USA",8474002,"D","Defenseman","Defenseman","D","Colby Cohen"
"Alex","Grant","CAN",8474005,"D","Defenseman","Defenseman","D","Alex Grant"
"Paul","Carey","USA",8474008,"C","Center","Forward","C","Paul Carey"
"Nick","Bonino","USA",8474009,"C","Center","Forward","C","Nick Bonino"
"John","Albert","USA",8474012,"C","Center","Forward","C","John Albert"
"Ian","Cole","USA",8474013,"D","Defenseman","Defenseman","D","Ian Cole"
"Christopher","DiDomenico","CAN",8474018,"L","Left Wing","Forward","LW","Christopher DiDomenico"
"Tommy","Cross","USA",8474019,"D","Defenseman","Defenseman","D","Tommy Cross"
"Jim","O'Brien","USA",8474024,"C","Center","Forward","C","Jim O'Brien"
"Eric","Tangradi","USA",8474025,"L","Left Wing","Forward","LW","Eric Tangradi"
"Justin","Braun","USA",8474027,"D","Defenseman","Defenseman","D","Justin Braun"
"Cade","Fairchild","USA",8474029,"D","Defenseman","Defenseman","D","Cade Fairchild"
"Aaron","Palushaj","USA",8474030,"R","Right Wing","Forward","RW","Aaron Palushaj"
"Kevin","Shattenkirk","USA",8474031,"D","Defenseman","Defenseman","D","Kevin Shattenkirk"
"Nick","Petrecki","USA",8474032,"D","Defenseman","Defenseman","D","Nick Petrecki"
"Pat","Maroon","USA",8474034,"L","Left Wing","Forward","LW","Pat Maroon"
"Bill","Sweatt","USA",8474035,"L","Left Wing","Forward","LW","Bill Sweatt"
"James","van Riemsdyk","USA",8474037,"L","Left Wing","Forward","LW","James van Riemsdyk"
"Paul","Byron","CAN",8474038,"L","Left Wing","Forward","LW","Paul Byron"
"Sam","Gagner","CAN",8474040,"C","Center","Forward","C","Sam Gagner"
"Cody","Almond","CAN",8474042,"C","Center","Forward","C","Cody Almond"
"Zach","Hamill","CAN",8474045,"C","Center","Forward","C","Zach Hamill"
"Alex","Plante","CAN",8474046,"D","Defenseman","Defenseman","D","Alex Plante"
"Keith","Aulie","CAN",8474048,"D","Defenseman","Defenseman","D","Keith Aulie"
"Akim","Aliu","NGA",8474049,"R","Right Wing","Forward","RW","Akim Aliu"
"Brett","MacLean","CAN",8474050,"L","Left Wing","Forward","LW","Brett MacLean"
"Chris","Terry","CAN",8474052,"L","Left Wing","Forward","LW","Chris Terry"
"Logan","Couture","CAN",8474053,"C","Center","Forward","C","Logan Couture"
"P.K.","Subban","CAN",8474056,"D","Defenseman","Defenseman","D","P.K. Subban"
"Allen","York","CAN",8474057,"G","Goalie","Goalie","G","Allen York"
"Linus","Omark","SWE",8474059,"L","Left Wing","Forward","LW","Linus Omark"
"Anthony","Peluso","CAN",8474061,"R","Right Wing","Forward","RW","Anthony Peluso"
"Riley","Nash","CAN",8474062,"C","Center","Forward","C","Riley Nash"
"Mark","Katic","CAN",8474063,"D","Defenseman","Defenseman","D","Mark Katic"
"Thomas","Hickey","CAN",8474066,"D","Defenseman","Defenseman","D","Thomas Hickey"
"Kyle","Turris","CAN",8474068,"C","Center","Forward","C","Kyle Turris"
"Paul","Postma","CAN",8474074,"D","Defenseman","Defenseman","D","Paul Postma"
"John","Negrin","CAN",8474076,"D","Defenseman","Defenseman","D","John Negrin"
"Carson","McMillan","CAN",8474077,"R","Right Wing","Forward","RW","Carson McMillan"
"Johan","Harju","SWE",8474085,"L","Left Wing","Forward","LW","Johan Harju"
"Brad","Malone","CAN",8474089,"C","Center","Forward","C","Brad Malone"
"Brendan","Smith","CAN",8474090,"D","Defenseman","Defenseman","D","Brendan Smith"
"Brandon","Sutter","CAN",8474091,"C","Center","Forward","C","Brandon Sutter"
"Jeremy","Smith","USA",8474092,"G","Goalie","Goalie","G","Jeremy Smith"
"Matt","Halischuk","CAN",8474094,"R","Right Wing","Forward","RW","Matt Halischuk"
"Dana","Tyrell","CAN",8474095,"C","Center","Forward","C","Dana Tyrell"
"Nick","Spaling","CAN",8474096,"C","Center","Forward","C","Nick Spaling"
"Colton","Sceviour","CAN",8474098,"C","Center","Forward","C","Colton Sceviour"
"Dwight","King","CAN",8474100,"L","Left Wing","Forward","LW","Dwight King"
"David","Perron","CAN",8474102,"L","Left Wing","Forward","LW","David Perron"
"TJ","Brennan","USA",8474113,"D","Defenseman","Defenseman","D","TJ Brennan"
"Oscar","Moller","SWE",8474114,"R","Right Wing","Forward","RW","Oscar Moller"
"Colton","Gillies","CAN",8474121,"C","Center","Forward","C","Colton Gillies"
"Carl","Gunnarsson","SWE",8474125,"D","Defenseman","Defenseman","D","Carl Gunnarsson"
"Milan","Kytnar","SVK",8474128,"C","Center","Forward","C","Milan Kytnar"
"Corey","Tropp","USA",8474130,"R","Right Wing","Forward","RW","Corey Tropp"
"Mario","Kempe","SWE",8474131,"R","Right Wing","Forward","RW","Mario Kempe"
"Yannick","Weber","CHE",8474134,"D","Defenseman","Defenseman","D","Yannick Weber"
"Brett","Bellemore","CAN",8474135,"D","Defenseman","Defenseman","D","Brett Bellemore"
"Drayson","Bowman","USA",8474137,"L","Left Wing","Forward","LW","Drayson Bowman"
"Dustin","Jeffrey","CAN",8474138,"L","Left Wing","Forward","LW","Dustin Jeffrey"
"Maxime","Macenauer","CAN",8474139,"C","Center","Forward","C","Maxime Macenauer"
"Patrick","Kane","USA",8474141,"R","Right Wing","Forward","RW","Patrick Kane"
"Ryan","Thang","USA",8474143,"L","Left Wing","Forward","LW","Ryan Thang"
"Robert","Bortuzzo","CAN",8474145,"D","Defenseman","Defenseman","D","Robert Bortuzzo"
"Spencer","Machacek","CAN",8474146,"R","Right Wing","Forward","RW","Spencer Machacek"
"Evgenii","Dadonov","RUS",8474149,"R","Right Wing","Forward","RW","Evgenii Dadonov"
"Mikael","Backlund","SWE",8474150,"C","Center","Forward","C","Mikael Backlund"
"Ryan","McDonagh","USA",8474151,"D","Defenseman","Defenseman","D","Ryan McDonagh"
"Scott","Darling","USA",8474152,"G","Goalie","Goalie","G","Scott Darling"
"Michal","Repik","CZE",8474153,"R","Right Wing","Forward","RW","Michal Repik"
"Andreas","Thuresson","SWE",8474154,"R","Right Wing","Forward","RW","Andreas Thuresson"
"Max","Pacioretty","USA",8474157,"L","Left Wing","Forward","LW","Max Pacioretty"
"Jakub","Voracek","CZE",8474161,"R","Right Wing","Forward","RW","Jakub Voracek"
"Jake","Muzzin","CAN",8474162,"D","Defenseman","Defenseman","D","Jake Muzzin"
"Kevin","Marshall","CAN",8474163,"D","Defenseman","Defenseman","D","Kevin Marshall"
"Jonathon","Blum","USA",8474164,"D","Defenseman","Defenseman","D","Jonathon Blum"
"Alec","Martinez","USA",8474166,"D","Defenseman","Defenseman","D","Alec Martinez"
"Joakim","Andersson","SWE",8474168,"C","Center","Forward","C","Joakim Andersson"
"Carl","Hagelin","SWE",8474176,"L","Left Wing","Forward","LW","Carl Hagelin"
"Jon","Kalinski","CAN",8474177,"L","Left Wing","Forward","LW","Jon Kalinski"
"Keaton","Ellerby","CAN",8474184,"D","Defenseman","Defenseman","D","Keaton Ellerby"
"Lars","Eller","DNK",8474189,"C","Center","Forward","C","Lars Eller"
"Wayne","Simmonds","CAN",8474190,"R","Right Wing","Forward","RW","Wayne Simmonds"
"Matt","Frattin","CAN",8474192,"R","Right Wing","Forward","RW","Matt Frattin"
"Timo","Pielmeier","DEU",8474194,"G","Goalie","Goalie","G","Timo Pielmeier"
"Maksim","Mayorov","RUS",8474195,"L","Left Wing","Forward","LW","Maksim Mayorov"
"Pierre-Cedric","Labrie","CAN",8474201,"L","Left Wing","Forward","LW","Pierre-Cedric Labrie"
"John","Curry","USA",8474202,"G","Goalie","Goalie","G","John Curry"
"Nick","Holden","CAN",8474207,"D","Defenseman","Defenseman","D","Nick Holden"
"Jason","Demers","CAN",8474218,"D","Defenseman","Defenseman","D","Jason Demers"
"Jerome","Samson","CAN",8474220,"R","Right Wing","Forward","RW","Jerome Samson"
"Maxim","Noreau","CAN",8474222,"D","Defenseman","Defenseman","D","Maxim Noreau"
"Nate","Raduns","USA",8474225,"R","Right Wing","Forward","RW","Nate Raduns"
"Micheal","Haley","CAN",8474230,"C","Center","Forward","C","Micheal Haley"
"Brett","Gallant","CAN",8474236,"L","Left Wing","Forward","LW","Brett Gallant"
"Zack","Smith","CAN",8474250,"C","Center","Forward","C","Zack Smith"
"Jay","Beagle","CAN",8474291,"C","Center","Forward","C","Jay Beagle"
"Joel","Rechlicz","USA",8474383,"R","Right Wing","Forward","RW","Joel Rechlicz"
"Brock","Trotter","CAN",8474436,"L","Left Wing","Forward","LW","Brock Trotter"
"Matt","Climie","CAN",8474488,"G","Goalie","Goalie","G","Matt Climie"
"Michael","Kostka","CAN",8474497,"D","Defenseman","Defenseman","D","Michael Kostka"
"Jesse","Winchester","CAN",8474498,"C","Center","Forward","C","Jesse Winchester"
"Derek","Whitmore","USA",8474500,"L","Left Wing","Forward","LW","Derek Whitmore"
"Jeff","Penner","CAN",8474511,"D","Defenseman","Defenseman","D","Jeff Penner"
"Bryan","Lerg","USA",8474516,"C","Center","Forward","C","Bryan Lerg"
"Davis","Drewiske","USA",8474518,"D","Defenseman","Defenseman","D","Davis Drewiske"
"Jack","Hillen","USA",8474519,"D","Defenseman","Defenseman","D","Jack Hillen"
"Jason","Garrison","CAN",8474520,"D","Defenseman","Defenseman","D","Jason Garrison"
"Mike","Moore","CAN",8474531,"D","Defenseman","Defenseman","D","Mike Moore"
"Chris","Mueller","USA",8474535,"C","Center","Forward","C","Chris Mueller"
"Antti","Niemi","FIN",8474550,"G","Goalie","Goalie","G","Antti Niemi"
"Ville","Leino","FIN",8474551,"L","Left Wing","Forward","LW","Ville Leino"
"Fabian","Brunnstrom","SWE",8474552,"L","Left Wing","Forward","LW","Fabian Brunnstrom"
"Eric","Selleck","CAN",8474554,"L","Left Wing","Forward","LW","Eric Selleck"
"Anssi","Salmela","FIN",8474557,"D","Defenseman","Defenseman","D","Anssi Salmela"
"Drew","Doughty","CAN",8474563,"D","Defenseman","Defenseman","D","Drew Doughty"
"Steven","Stamkos","CAN",8474564,"C","Center","Forward","C","Steven Stamkos"
"Alex","Pietrangelo","CAN",8474565,"D","Defenseman","Defenseman","D","Alex Pietrangelo"
"Nikita","Filatov","RUS",8474566,"L","Left Wing","Forward","LW","Nikita Filatov"
"Zach","Bogosian","USA",8474567,"D","Defenseman","Defenseman","D","Zach Bogosian"
"Luke","Schenn","CAN",8474568,"D","Defenseman","Defenseman","D","Luke Schenn"
"Colin","Wilson","USA",8474569,"C","Center","Forward","C","Colin Wilson"
"Cody","Hodgson","CAN",8474570,"C","Center","Forward","C","Cody Hodgson"
"Mikkel","Boedker","DNK",8474571,"L","Left Wing","Forward","LW","Mikkel Boedker"
"Josh","Bailey","CAN",8474573,"C","Center","Forward","C","Josh Bailey"
"Tyler","Myers","CAN",8474574,"D","Defenseman","Defenseman","D","Tyler Myers"
"Colten","Teubert","CAN",8474575,"D","Defenseman","Defenseman","D","Colten Teubert"
"Zach","Boychuk","CAN",8474576,"L","Left Wing","Forward","LW","Zach Boychuk"
"Joe","Colborne","CAN",8474577,"C","Center","Forward","C","Joe Colborne"
"Erik","Karlsson","SWE",8474578,"D","Defenseman","Defenseman","D","Erik Karlsson"
"Luca","Sbisa","CHE",8474579,"D","Defenseman","Defenseman","D","Luca Sbisa"
"Jake","Gardiner","USA",8474581,"D","Defenseman","Defenseman","D","Jake Gardiner"
"Mattias","Tedenby","SWE",8474582,"R","Right Wing","Forward","RW","Mattias Tedenby"
"Michael","Del Zotto","CAN",8474584,"D","Defenseman","Defenseman","D","Michael Del Zotto"
"Tyler","Cuma","CAN",8474585,"D","Defenseman","Defenseman","D","Tyler Cuma"
"Jordan","Eberle","CAN",8474586,"C","Center","Forward","C","Jordan Eberle"
"Greg","Nemisz","CAN",8474587,"R","Right Wing","Forward","RW","Greg Nemisz"
"Viktor","Tikhonov","RUS",8474588,"R","Right Wing","Forward","RW","Viktor Tikhonov"
"Tyler","Ennis","CAN",8474589,"C","Center","Forward","C","Tyler Ennis"
"John","Carlson","USA",8474590,"D","Defenseman","Defenseman","D","John Carlson"
"Tom","McCollum","USA",8474591,"G","Goalie","Goalie","G","Tom McCollum"
"Philip","McRae","USA",8474592,"C","Center","Forward","C","Philip McRae"
"Jacob","Markstrom","SWE",8474593,"G","Goalie","Goalie","G","Jacob Markstrom"
"Slava","Voynov","RUS",8474594,"D","Defenseman","Defenseman","D","Slava Voynov"
"Jake","Allen","CAN",8474596,"G","Goalie","Goalie","G","Jake Allen"
"Cody","Goloubef","CAN",8474597,"D","Defenseman","Defenseman","D","Cody Goloubef"
"Nicolas","Deschamps","CAN",8474598,"C","Center","Forward","C","Nicolas Deschamps"
"Roman","Josi","CHE",8474600,"D","Defenseman","Defenseman","D","Roman Josi"
"Yann","Sauve","CAN",8474601,"D","Defenseman","Defenseman","D","Yann Sauve"
"Justin","Schultz","CAN",8474602,"D","Defenseman","Defenseman","D","Justin Schultz"
"Eric","O'Dell","CAN",8474603,"C","Center","Forward","C","Eric O'Dell"
"Aaron","Ness","USA",8474604,"D","Defenseman","Defenseman","D","Aaron Ness"
"Patrick","Wiercioch","CAN",8474605,"D","Defenseman","Defenseman","D","Patrick Wiercioch"
"Colby","Robak","CAN",8474606,"D","Defenseman","Defenseman","D","Colby Robak"
"Max","Sauve","CAN",8474607,"C","Center","Forward","C","Max Sauve"
"Luke","Adam","CAN",8474609,"C","Center","Forward","C","Luke Adam"
"Zac","Dalpe","CAN",8474610,"C","Center","Forward","C","Zac Dalpe"
"Cameron","Gaunce","CAN",8474611,"D","Defenseman","Defenseman","D","Cameron Gaunce"
"Travis","Hamonic","CAN",8474612,"D","Defenseman","Defenseman","D","Travis Hamonic"
"Derek","Stepan","USA",8474613,"C","Center","Forward","C","Derek Stepan"
"Jared","Staal","CAN",8474615,"R","Right Wing","Forward","RW","Jared Staal"
"Patrice","Cormier","CAN",8474616,"C","Center","Forward","C","Patrice Cormier"
"Marco","Scandella","CAN",8474618,"D","Defenseman","Defenseman","D","Marco Scandella"
"Jimmy","Hayes","USA",8474625,"R","Right Wing","Forward","RW","Jimmy Hayes"
"Jori","Lehtera","FIN",8474627,"C","Center","Forward","C","Jori Lehtera"
"Michael","Stone","CAN",8474628,"D","Defenseman","Defenseman","D","Michael Stone"
"Shawn","Lalonde","CAN",8474629,"D","Defenseman","Defenseman","D","Shawn Lalonde"
"Marc-Andre","Bourdon","CAN",8474631,"D","Defenseman","Defenseman","D","Marc-Andre Bourdon"
"Evgeny","Grachev","RUS",8474634,"C","Center","Forward","C","Evgeny Grachev"
"Michael","Hutchinson","CAN",8474636,"G","Goalie","Goalie","G","Michael Hutchinson"
"Andrew","Campbell","CAN",8474638,"D","Defenseman","Defenseman","D","Andrew Campbell"
"Adam","Henrique","CAN",8474641,"C","Center","Forward","C","Adam Henrique"
"Lance","Bouma","CAN",8474642,"L","Left Wing","Forward","LW","Lance Bouma"
"Brandon","McMillan","CAN",8474646,"L","Left Wing","Forward","LW","Brandon McMillan"
"Tomas","Kundratek","CZE",8474649,"D","Defenseman","Defenseman","D","Tomas Kundratek"
"Braden","Holtby","CAN",8474651,"G","Goalie","Goalie","G","Braden Holtby"
"Jamie","Arniel","CAN",8474657,"C","Center","Forward","C","Jamie Arniel"
"Matt","Donovan","USA",8474659,"D","Defenseman","Defenseman","D","Matt Donovan"
"David","Warsofsky","USA",8474660,"D","Defenseman","Defenseman","D","David Warsofsky"
"Michal","Jordan","CZE",8474661,"D","Defenseman","Defenseman","D","Michal Jordan"
"Johan","Motin","SWE",8474662,"D","Defenseman","Defenseman","D","Johan Motin"
"David","Ullstrom","SWE",8474666,"L","Left Wing","Forward","LW","David Ullstrom"
"Harri","Sateri","FIN",8474667,"G","Goalie","Goalie","G","Harri Sateri"
"Dale","Weise","CAN",8474668,"R","Right Wing","Forward","RW","Dale Weise"
"Andre","Petersson","SWE",8474670,"R","Right Wing","Forward","RW","Andre Petersson"
"TJ","Brodie","CAN",8474673,"D","Defenseman","Defenseman","D","TJ Brodie"
"James","Wright","CAN",8474674,"C","Center","Forward","C","James Wright"
"Gustav","Nyquist","SWE",8474679,"C","Center","Forward","C","Gustav Nyquist"
"Andrei","Loktionov","RUS",8474681,"C","Center","Forward","C","Andrei Loktionov"
"Dustin","Tokarski","CAN",8474682,"G","Goalie","Goalie","G","Dustin Tokarski"
"Derek","Grant","CAN",8474683,"C","Center","Forward","C","Derek Grant"
"Matt","Calvert","CAN",8474685,"L","Left Wing","Forward","LW","Matt Calvert"
"Greg","Pateryn","USA",8474688,"D","Defenseman","Defenseman","D","Greg Pateryn"
"Kevin","Poulin","CAN",8474690,"G","Goalie","Goalie","G","Kevin Poulin"
"Philippe","Cornet","CAN",8474691,"L","Left Wing","Forward","LW","Philippe Cornet"
"Tomas","Kubalik","CZE",8474693,"R","Right Wing","Forward","RW","Tomas Kubalik"
"Mark","Borowiecki","CAN",8474697,"D","Defenseman","Defenseman","D","Mark Borowiecki"
"Brent","Regner","CAN",8474698,"D","Defenseman","Defenseman","D","Brent Regner"
"Mark","Olver","CAN",8474705,"C","Center","Forward","C","Mark Olver"
"Philip","Larsen","DNK",8474707,"D","Defenseman","Defenseman","D","Philip Larsen"
"Alexander","Pechurskiy","RUS",8474708,"G","Goalie","Goalie","G","Alexander Pechurskiy"
"Matt","Martin","CAN",8474709,"L","Left Wing","Forward","LW","Matt Martin"
"Cam","Atkinson","USA",8474715,"R","Right Wing","Forward","RW","Cam Atkinson"
"Jared","Spurgeon","CAN",8474716,"D","Defenseman","Defenseman","D","Jared Spurgeon"
"Mark","Barberio","CAN",8474717,"D","Defenseman","Defenseman","D","Mark Barberio"
"Teemu","Hartikainen","FIN",8474719,"C","Center","Forward","C","Teemu Hartikainen"
"Luke","Witkowski","USA",8474722,"R","Right Wing","Forward","RW","Luke Witkowski"
"Ben","Smith","USA",8474727,"R","Right Wing","Forward","RW","Ben Smith"
"Mike","Murphy","CAN",8474729,"G","Goalie","Goalie","G","Mike Murphy"
"Jonas","Holos","NOR",8474730,"D","Defenseman","Defenseman","D","Jonas Holos"
"Justin","DiBenedetto","CAN",8474731,"C","Center","Forward","C","Justin DiBenedetto"
"Zac","Rinaldo","CAN",8474736,"C","Center","Forward","C","Zac Rinaldo"
"Tommy","Wingels","USA",8474739,"C","Center","Forward","C","Tommy Wingels"
"Zach","Redmond","USA",8474743,"D","Defenseman","Defenseman","D","Zach Redmond"
"Sean","Collins","CAN",8474744,"C","Center","Forward","C","Sean Collins"
"Andrew","MacWilliam","CAN",8474748,"D","Defenseman","Defenseman","D","Andrew MacWilliam"
"Matt","Bartkowski","USA",8474749,"D","Defenseman","Defenseman","D","Matt Bartkowski"
"Joacim","Eriksson","SWE",8474754,"G","Goalie","Goalie","G","Joacim Eriksson"
"Stefan","Della Rovere","CAN",8474762,"L","Left Wing","Forward","LW","Stefan Della Rovere"
"Anders","Lindback","SWE",8474765,"G","Goalie","Goalie","G","Anders Lindback"
"Peter","Mannino","USA",8474771,"G","Goalie","Goalie","G","Peter Mannino"
"Stu","Bickel","USA",8474772,"D","Defenseman","Defenseman","D","Stu Bickel"
"Dalton","Prout","CAN",8474774,"D","Defenseman","Defenseman","D","Dalton Prout"
"Justin","Hodgman","CAN",8474793,"C","Center","Forward","C","Justin Hodgman"
"Jordie","Benn","CAN",8474818,"D","Defenseman","Defenseman","D","Jordie Benn"
"Mark","Cundari","CAN",8474837,"D","Defenseman","Defenseman","D","Mark Cundari"
"Carter","Bancks","CAN",8474844,"L","Left Wing","Forward","LW","Carter Bancks"
"Antoine","Roussel","FRA",8474849,"L","Left Wing","Forward","LW","Antoine Roussel"
